 @ L =           20
 @ MAX_STEPS_WITHOUT_AGGREGATION =         8000
 @ runs =          960
 @ phi0, P, tgel_avg, Pgel_avg
0.000000    0.000000   -1.000000    0.000000
   7.69230817E-03   0.00000000       0.00000000      -1.00000000    
   1.53846163E-02   6.25000009E-03   1115.76233      0.887533844    
   2.30769236E-02   2.50000004E-02   496.121582      0.776721001    
   3.07692327E-02   9.68749970E-02   427.013855      0.788180828    
   3.84615399E-02  0.214583337       290.517456      0.714635909    
   4.61538471E-02  0.305208325       249.595062      0.726259470    
   5.38461581E-02  0.487500012       191.109848      0.685296178    
   6.15384653E-02  0.612500012       147.293350      0.645370185    
   6.92307726E-02  0.717708349       122.515320      0.618234873    
   7.69230798E-02  0.850000024       98.9482193      0.587266803    
   8.46153870E-02  0.926041663       78.3167114      0.535604477    
   9.23076943E-02  0.961458325       62.9501953      0.501255155    
  0.100000001      0.973958313       49.0930328      0.461617649    
  0.107692316      0.995833337       40.8446693      0.426219314    
  0.115384616      0.997916639       32.4646759      0.398461223    
  0.123076931      0.998958349       27.8882046      0.369298846    
  0.130769238      0.996874988       22.7202282      0.348192185    
  0.138461545       1.00000000       18.3594341      0.316920727    
  0.146153852       1.00000000       15.0283089      0.301994234    
  0.153846160       1.00000000       12.6125784      0.281228840    
  0.161538467       1.00000000       10.9625444      0.281329036    
  0.169230774       1.00000000       9.61204815      0.274729818    
  0.176923081       1.00000000       7.73514652      0.247120127    
  0.184615389       1.00000000       6.89574909      0.249252602    
  0.192307711       1.00000000       5.92613316      0.240457043    
  0.200000003       1.00000000       4.87833500      0.229985654    
  0.207692310       1.00000000       4.21218348      0.221111134    
  0.215384632       1.00000000       3.60088491      0.220465764    
  0.223076940       1.00000000       3.07771993      0.209961236    
  0.230769232       1.00000000       2.63110995      0.202814639    
  0.238461539       1.00000000       2.18269300      0.196627572    
  0.246153861       1.00000000       1.85673094      0.188008413    
  0.253846169       1.00000000       1.50395501      0.184394494    
  0.261538476       1.00000000       1.26024687      0.178680196    
  0.269230783       1.00000000      0.986882389      0.173101962    
  0.276923090       1.00000000      0.786799014      0.169976488    
  0.284615397       1.00000000      0.595661461      0.167361885    
  0.292307705       1.00000000      0.442714423      0.172531754    
  0.300000012       1.00000000      0.289639413      0.167670563    
